"","LAT_ORIGEN","LONG_ORIGEN","ID_ORIGEN","LAT_DEST","LONG_DEST","ID_DEST","ETC"
"142",4.336721787,-74.36362882,"125290000103",4.32684154,-74.39971817,"125290002246","FUSAGASUGA"
"143",4.336721787,-74.36362882,"125290000103",4.378358,-74.363137,"225290001317","FUSAGASUGA"
"144",4.336721787,-74.36362882,"125290000103",4.330856206,-74.40379661,"125290002246","FUSAGASUGA"
"145",4.336721787,-74.36362882,"125290000103",4.346510808,-74.36373615,"125290001835","FUSAGASUGA"
"146",4.336721787,-74.36362882,"125290000103",4.338789582,-74.361150088,"125290000839","FUSAGASUGA"
"147",4.336721787,-74.36362882,"125290000103",4.280602,-74.384179,"225290001198","FUSAGASUGA"
"148",4.336721787,-74.36362882,"125290000103",4.340796405,-74.35945041,"125290000049","FUSAGASUGA"
"149",4.336721787,-74.36362882,"125290000103",4.331753825,-74.39499665,"125290002246","FUSAGASUGA"
"150",4.336721787,-74.36362882,"125290000103",4.327240719,-74.399299759,"125290002246","FUSAGASUGA"
"151",4.336721787,-74.36362882,"125290000103",4.344406114,-74.365787866,"125290001835","FUSAGASUGA"
"152",4.336721787,-74.36362882,"125290000103",4.344234,-74.362915,"225290001198","FUSAGASUGA"
"153",4.336721787,-74.36362882,"125290000103",4.353400164,-74.358025529,"125290001118","FUSAGASUGA"
"154",4.336721787,-74.36362882,"125290000103",4.312155247,-74.401774406,"225290001180","FUSAGASUGA"
"155",4.336721787,-74.36362882,"125290000103",4.337413607,-74.36490153,"125290000103","FUSAGASUGA"
"156",4.336721787,-74.36362882,"125290000103",4.34402,-74.363279,"125290001118","FUSAGASUGA"
"157",4.336721787,-74.36362882,"125290000103",4.299803,-74.377719,"225290001198","FUSAGASUGA"
"158",4.336721787,-74.36362882,"125290000103",4.335391714,-74.3635868,"125290000049","FUSAGASUGA"
"159",4.336721787,-74.36362882,"125290000103",4.337765,-74.364395,"225290001198","FUSAGASUGA"
"160",4.336721787,-74.36362882,"125290000103",4.282833,-74.363637,"225290000604","FUSAGASUGA"
"161",4.336721787,-74.36362882,"125290000103",4.388255,-74.326758,"225290001317","FUSAGASUGA"
"162",4.336721787,-74.36362882,"125290000103",4.347030134,-74.36844924,"125290001835","FUSAGASUGA"
"163",4.336721787,-74.36362882,"125290000103",4.348788829,-74.35783693,"125290001118","FUSAGASUGA"
"164",4.336721787,-74.36362882,"125290000103",4.351154566,-74.366455078,"125290001835","FUSAGASUGA"
"165",4.336721787,-74.36362882,"125290000103",4.3459142,-74.3791805,"0","FUSAGASUGA"
"166",4.312155247,-74.401774406,"225290001198",4.331412,-74.365811,"225290001317","FUSAGASUGA"
"167",4.312155247,-74.401774406,"225290001198",4.333261372,-74.35204797,"125290000839","FUSAGASUGA"
"168",4.312155247,-74.401774406,"225290001198",4.336721787,-74.36362882,"125290000103","FUSAGASUGA"
"169",4.312155247,-74.401774406,"225290001198",4.312155247,-74.401774406,"225290001198","FUSAGASUGA"
"170",4.312155247,-74.401774406,"225290001198",4.329242742,-74.364914724,"125290001355","FUSAGASUGA"
"171",4.312155247,-74.401774406,"225290001198",4.326449,-74.363437,"225290001198","FUSAGASUGA"
"172",4.312155247,-74.401774406,"225290001198",4.387886,-74.358331,"225290001317","FUSAGASUGA"
"173",4.312155247,-74.401774406,"225290001198",4.326169702,-74.36602008,"125290001355","FUSAGASUGA"
"174",4.312155247,-74.401774406,"225290001198",4.393727,-74.363344,"225290001317","FUSAGASUGA"
"175",4.312155247,-74.401774406,"225290001198",4.387887,-74.333331,"225290000604","FUSAGASUGA"
"176",4.312155247,-74.401774406,"225290001198",4.331864,-74.394672,"225290001180","FUSAGASUGA"
"177",4.312155247,-74.401774406,"225290001198",4.346726419,-74.359615282,"125290001118","FUSAGASUGA"
"178",4.312155247,-74.401774406,"225290001198",4.338082518,-74.36323115,"125290000103","FUSAGASUGA"
"179",4.312155247,-74.401774406,"225290001198",4.376108,-74.345942,"225290001317","FUSAGASUGA"
"180",4.312155247,-74.401774406,"225290001198",4.344084,-74.363086,"225290000311","FUSAGASUGA"
"181",4.312155247,-74.401774406,"225290001198",4.335876703,-74.362034798,"225290001180","FUSAGASUGA"
"182",4.312155247,-74.401774406,"225290001198",4.343966,-74.363,"225290001180","FUSAGASUGA"
"183",4.312155247,-74.401774406,"225290001198",4.327306399,-74.39413155,"225290000914","FUSAGASUGA"
"184",4.312155247,-74.401774406,"225290001198",4.344159,-74.363258,"125290001118","FUSAGASUGA"
"185",4.312155247,-74.401774406,"225290001198",4.326365,-74.363637,"225290000604","FUSAGASUGA"
"186",4.312155247,-74.401774406,"225290001198",4.370358,-74.397609,"225290000604","FUSAGASUGA"
"187",4.312155247,-74.401774406,"225290001198",4.326535,-74.363537,"225290001198","FUSAGASUGA"
"188",4.312155247,-74.401774406,"225290001198",4.337582349,-74.36479165,"125290000103","FUSAGASUGA"
"189",4.312155247,-74.401774406,"225290001198",4.331864,-74.364811,"225290001198","FUSAGASUGA"
"190",4.312155247,-74.401774406,"225290001198",4.343913,-74.363279,"225290000604","FUSAGASUGA"
"191",4.312155247,-74.401774406,"225290001198",4.3352972,-74.362131717,"125290000839","FUSAGASUGA"
"192",4.312155247,-74.401774406,"225290001198",4.326375,-74.363737,"125290001355","FUSAGASUGA"
"193",4.312155247,-74.401774406,"225290001198",4.347299712,-74.358791467,"125290001118","FUSAGASUGA"
"194",4.312155247,-74.401774406,"225290001198",4.326342636,-74.36161738,"125290001355","FUSAGASUGA"
"195",4.312155247,-74.401774406,"225290001198",4.295064,-74.451492,"225290001643","FUSAGASUGA"
"196",4.312155247,-74.401774406,"225290001198",4.343795,-74.363129,"225290001198","FUSAGASUGA"
"197",4.312155247,-74.401774406,"225290001198",4.32684154,-74.39971817,"125290002246","FUSAGASUGA"
"198",4.312155247,-74.401774406,"225290001198",4.378358,-74.363137,"225290001317","FUSAGASUGA"
"199",4.312155247,-74.401774406,"225290001198",4.330856206,-74.40379661,"125290002246","FUSAGASUGA"
"200",4.312155247,-74.401774406,"225290001198",4.346510808,-74.36373615,"125290001835","FUSAGASUGA"
"201",4.312155247,-74.401774406,"225290001198",4.338789582,-74.361150088,"125290000839","FUSAGASUGA"
"202",4.312155247,-74.401774406,"225290001198",4.280602,-74.384179,"225290001198","FUSAGASUGA"
"203",4.312155247,-74.401774406,"225290001198",4.340796405,-74.35945041,"125290000049","FUSAGASUGA"
"204",4.312155247,-74.401774406,"225290001198",4.331753825,-74.39499665,"125290002246","FUSAGASUGA"
"205",4.312155247,-74.401774406,"225290001198",4.327240719,-74.399299759,"125290002246","FUSAGASUGA"
"206",4.312155247,-74.401774406,"225290001198",4.344406114,-74.365787866,"125290001835","FUSAGASUGA"
"207",4.312155247,-74.401774406,"225290001198",4.344234,-74.362915,"225290001198","FUSAGASUGA"
